   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 datetime.py:1566(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2179(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2199(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:441(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
       12    0.000    0.000    0.000    0.000 datetime.py:488(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        1    0.000    0.000    0.000    0.000 dbapi2.py:23(<module>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:50(<listcomp>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:51(<listcomp>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:56(register_adapters_and_converters)
        1    0.000    0.000    0.016    0.016 decimal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1810(chararray)
        1    0.000    0.000    0.031    0.031 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        1    0.000    0.000    0.000    0.000 diagonal_movement.py:4(<module>)
        1    0.000    0.000    0.000    0.000 diagonal_movement.py:4(DiagonalMovement)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:209(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:479(Bytecode)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        6    0.016    0.003    0.016    0.003 enum.py:119(__prepare__)
       36    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        6    0.016    0.003    0.016    0.003 enum.py:129(__new__)
        6    0.000    0.000    0.000    0.000 enum.py:146(<dictcomp>)
        6    0.000    0.000    0.000    0.000 enum.py:171(<setcomp>)
       15    0.000    0.000    0.000    0.000 enum.py:192(<genexpr>)
       51    0.000    0.000    0.000    0.000 enum.py:20(_is_dunder)
      199    0.000    0.000    0.031    0.000 enum.py:278(__call__)
       51    0.000    0.000    0.000    0.000 enum.py:28(_is_sunder)
        6    0.000    0.000    0.000    0.000 enum.py:327(__getattr__)
        5    0.000    0.000    0.000    0.000 enum.py:352(__members__)
       74    0.000    0.000    0.000    0.000 enum.py:368(__setattr__)
        5    0.000    0.000    0.031    0.006 enum.py:381(_create_)
        4    0.000    0.000    0.016    0.004 enum.py:434(_convert_)
        4    0.000    0.000    0.000    0.000 enum.py:451(<listcomp>)
       28    0.000    0.000    0.000    0.000 enum.py:457(<lambda>)
       17    0.016    0.001    0.016    0.001 enum.py:473(_get_mixins_)
       17    0.000    0.000    0.000    0.000 enum.py:484(_find_data_type)
        6    0.000    0.000    0.000    0.000 enum.py:505(_find_new_)
      194    0.000    0.000    0.000    0.000 enum.py:557(__new__)
        6    0.000    0.000    0.000    0.000 enum.py:58(__init__)
        2    0.000    0.000    0.000    0.000 enum.py:597(_generate_next_value_)
       51    0.000    0.000    0.000    0.000 enum.py:64(__setitem__)
        2    0.000    0.000    0.000    0.000 enum.py:641(__hash__)
       23    0.000    0.000    0.000    0.000 enum.py:654(name)
       23    0.000    0.000    0.000    0.000 enum.py:659(value)
        2    0.000    0.000    0.000    0.000 enum.py:785(_missing_)
        2    0.000    0.000    0.000    0.000 enum.py:792(_create_pseudo_member_)
        8    0.000    0.000    0.000    0.000 enum.py:822(__or__)
       89    0.000    0.000    0.000    0.000 enum.py:828(__and__)
        3    0.000    0.000    0.000    0.000 enum.py:847(_high_bit)
        2    0.000    0.000    0.000    0.000 enum.py:864(_decompose)
        2    0.000    0.000    0.000    0.000 enum.py:881(<listcomp>)
        4    0.000    0.000    0.000    0.000 enum.py:893(<lambda>)
        5    0.000    0.000    0.000    0.000 enum.py:899(_power_of_two)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1474(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1504(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1522(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:217(_fromnxfunction)
       10    0.000    0.000    0.000    0.000 extras.py:237(__init__)
       10    0.000    0.000    0.000    0.000 extras.py:241(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:272(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:290(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:303(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:328(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.062    0.062 feedparser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.016    0.016 financial.py:1(<module>)
    14077    0.094    0.000    0.359    0.000 finder.py:108(process_node)
      154    0.016    0.000    1.109    0.007 finder.py:156(find_path)
        1    0.000    0.000    0.000    0.000 finder.py:18(ExecutionTimeException)
        1    0.000    0.000    0.000    0.000 finder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 finder.py:23(ExecutionRunsException)
        1    0.000    0.000    0.000    0.000 finder.py:28(Finder)
      154    0.000    0.000    0.000    0.000 finder.py:29(__init__)
    14077    0.031    0.000    0.031    0.000 finder.py:57(calc_cost)
     5827    0.047    0.000    0.125    0.000 finder.py:74(apply_heuristic)
     3462    0.016    0.000    0.312    0.000 finder.py:84(find_neighbors)
     3616    0.047    0.000    0.047    0.000 finder.py:92(keep_running)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:38(_compile_pattern)
        1    0.000    0.000    0.000    0.000 fnmatch.py:48(filter)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.016    0.016 fromnumeric.py:1(<module>)
        2    0.000    0.000    0.016    0.008 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:1878(vectorize)
      273    0.000    0.000    0.000    0.000 function_base.py:428(_needs_add_docstring)
      273    0.000    0.000    0.000    0.000 function_base.py:446(_add_docstring)
      273    0.000    0.000    0.016    0.000 function_base.py:460(add_newdoc)
      335    0.000    0.000    0.016    0.000 functools.py:33(update_wrapper)
        2    0.000    0.000    0.000    0.000 functools.py:486(lru_cache)
        2    0.000    0.000    0.000    0.000 functools.py:524(decorating_function)
      333    0.000    0.000    0.000    0.000 functools.py:63(wraps)
        2    0.000    0.000   22.438   11.219 gameCore.py:1(<module>)
        1    0.000    0.000    0.062    0.062 gameCore.py:127(levelChange)
        2    0.000    0.000    0.016    0.008 gameCore.py:151(addMonsters)
        1    0.188    0.188    9.797    9.797 gameCore.py:161(gameLoop)
      154    0.000    0.000    0.000    0.000 gameCore.py:43(draw_rect_alpha)
        1    0.000    0.000    0.000    0.000 gameCore.py:84(wall)
      164    0.000    0.000    0.000    0.000 gameCore.py:85(__init__)
        1    0.000    0.000    0.000    0.000 gameCore.py:98(terrain)
     1428    0.000    0.000    0.000    0.000 gameCore.py:99(__init__)
      160    0.016    0.000    0.016    0.000 genericpath.py:121(_splitext)
       53    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        8    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
       79    0.000    0.000    0.016    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:293(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:34(MachArLike)
        6    0.000    0.000    0.000    0.000 getlimits.py:37(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:43(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        7    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:521(max)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.000    0.000 getlimits.py:96(_register_known_types)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.016    0.016 glob.py:10(glob)
        2    0.000    0.000    0.000    0.000 glob.py:116(_iterdir)
        3    0.000    0.000    0.000    0.000 glob.py:147(has_magic)
        2    0.000    0.000    0.000    0.000 glob.py:154(_ishidden)
        1    0.000    0.000    0.016    0.016 glob.py:23(iglob)
        2    0.000    0.000    0.000    0.000 glob.py:41(_iglob)
        1    0.000    0.000    0.000    0.000 glob.py:81(_glob1)
        2    0.000    0.000    0.000    0.000 glob.py:84(<genexpr>)
        1    0.000    0.000    0.016    0.016 goodies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 goodies.py:11(goodieBox)
        1    0.000    0.000    0.000    0.000 goodies.py:12(__init__)
      154    1.062    0.007    2.328    0.015 grid.py:11(build_nodes)
        1    0.000    0.000    0.000    0.000 grid.py:2(<module>)
        1    0.000    0.000    0.000    0.000 grid.py:35(Grid)
      154    0.000    0.000    2.328    0.015 grid.py:36(__init__)
      308    0.000    0.000    0.000    0.000 grid.py:60(node)
    24903    0.062    0.000    0.062    0.000 grid.py:69(inside)
    24903    0.078    0.000    0.141    0.000 grid.py:78(walkable)
     3462    0.109    0.000    0.297    0.000 grid.py:84(neighbors)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 hashlib.py:5(<module>)
        8    0.000    0.000    0.000    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
     3616    0.078    0.000    0.328    0.000 heapq.py:461(nsmallest)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1627(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1621(HermiteE)
        1    0.000    0.000    0.000    0.000 heuristic.py:2(<module>)
     5827    0.016    0.000    0.016    0.000 heuristic.py:31(octile)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.031    0.031 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 imp.py:1(<module>)
        2    0.000    0.000    0.000    0.000 imp.py:105(get_suffixes)
        2    0.000    0.000    0.000    0.000 imp.py:107(<listcomp>)
        2    0.000    0.000    0.000    0.000 imp.py:108(<listcomp>)
        2    0.000    0.000    0.000    0.000 imp.py:109(<listcomp>)
        1    0.000    0.000    0.000    0.000 imp.py:114(NullImporter)
        1    0.000    0.000    0.000    0.000 imp.py:133(_HackedGetData)
        1    0.000    0.000    0.000    0.000 imp.py:160(_LoadSourceCompatibility)
        1    0.000    0.000    0.000    0.000 imp.py:179(_LoadCompiledCompatibility)
        2    0.000    0.000    0.016    0.008 imp.py:330(load_dynamic)
        1    0.000    0.000    0.000    0.000 imp.py:48(new_module)
        1    0.000    0.000    0.047    0.047 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:257(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:296(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:302(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:312(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:422(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:522(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:605(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:684(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:728(__init__)
        1    0.000    0.000    0.031    0.031 inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2408(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2412(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2416(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2445(Parameter)
        1    0.000    0.000    0.000    0.000 inspect.py:2600(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2730(Signature)
       32    0.000    0.000    0.000    0.000 inspect.py:487(getmro)
        1    0.000    0.000    0.000    0.000 inspect.py:890(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:892(BlockFinder)
      155    0.000    0.000    0.016    0.000 keyinput.py:18(update)
        1    0.000    0.000    0.016    0.016 keyinput.py:2(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1578(Laguerre)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1613(Legendre)
        1    0.000    0.000    0.016    0.016 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:52(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:82(_determine_error_states)
        1    0.000    0.000    0.000    0.000 linecache.py:1(<module>)
       78    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       78    0.000    0.000    0.000    0.000 linecache.py:15(getline)
       78    0.000    0.000    0.000    0.000 linecache.py:37(getlines)
       26    0.000    0.000    0.016    0.001 linecache.py:53(checkcache)
        1    0.000    0.000    0.000    0.000 linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 locals.py:23(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:18(MachAr)
        1    0.000    0.000    0.000    0.000 maps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 maps.py:5(loadMap)
        1    0.000    0.000    0.000    0.000 markers.py:25(InvalidMarker)
        1    0.000    0.000    0.000    0.000 markers.py:272(Marker)
        1    0.000    0.000    0.000    0.000 markers.py:31(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 markers.py:37(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 markers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:44(Node)
        1    0.000    0.000    0.000    0.000 markers.py:59(Variable)
        1    0.000    0.000    0.000    0.000 markers.py:65(Value)
        1    0.000    0.000    0.000    0.000 markers.py:71(Op)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000   10.922   10.922 menu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 monsters.py:1(<module>)
      154    0.000    0.000    0.000    0.000 monsters.py:15(calculate_new_xy)
        1    0.000    0.000    0.000    0.000 monsters.py:21(randomMonster)
        2    0.000    0.000    0.016    0.008 monsters.py:22(__init__)
      154    0.062    0.000    5.188    0.034 monsters.py:48(update)
        1    0.000    0.000    0.062    0.062 multiarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
        1    0.000    0.000    0.000    0.000 multiarray.py:145(concatenate)
        1    0.000    0.000    0.016    0.016 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 node.py:2(<module>)
        1    0.000    0.000    0.000    0.000 node.py:2(Node)
    88801    0.188    0.000    0.188    0.000 node.py:21(__lt__)
   178640    0.312    0.000    0.312    0.000 node.py:30(cleanup)
   178640    0.656    0.000    0.969    0.000 node.py:7(__init__)
        1    0.000    0.000    0.031    0.031 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:58(BagObj)
      746    0.000    0.000    0.000    0.000 ntpath.py:124(splitdrive)
      238    0.000    0.000    0.000    0.000 ntpath.py:180(split)
      160    0.000    0.000    0.016    0.000 ntpath.py:203(splitext)
       88    0.000    0.000    0.000    0.000 ntpath.py:214(basename)
      126    0.016    0.000    0.016    0.000 ntpath.py:221(dirname)
      332    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
       71    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
       59    0.000    0.000    0.000    0.000 ntpath.py:450(normpath)
        4    0.000    0.000    0.000    0.000 ntpath.py:524(abspath)
        1    0.000    0.000    0.000    0.000 ntpath.py:537(_readlink_deep)
        1    0.000    0.000    0.000    0.000 ntpath.py:579(_getfinalpathname_nonstrict)
       94    0.000    0.000    0.000    0.000 ntpath.py:61(isabs)
       22    0.000    0.000    0.016    0.001 ntpath.py:625(realpath)
      174    0.000    0.000    0.000    0.000 ntpath.py:77(join)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.016    0.016 numeric.py:1(<module>)
        1    0.000    0.000    0.016    0.016 numeric.py:159(ones)
        6    0.000    0.000    0.000    0.000 numeric.py:2388(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:74(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:429(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        2    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        2    0.000    0.000    0.000    0.000 os.py:1082(__init__)
        2    0.000    0.000    0.000    0.000 os.py:1098(add_dll_directory)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        8    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
        3    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:684(__delitem__)
        2    0.000    0.000    0.000    0.000 os.py:726(<lambda>)
       16    0.000    0.000    0.000    0.000 os.py:734(check_str)
       13    0.000    0.000    0.000    0.000 os.py:740(encodekey)
        1    0.000    0.000    0.047    0.047 overrides.py:1(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
      316    0.000    0.000    0.094    0.000 overrides.py:166(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
       23    0.000    0.000    0.016    0.001 overrides.py:206(decorator)
      286    0.000    0.000    0.016    0.000 overrides.py:72(verify_matching_signatures)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.000    0.000 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:765(Quoter)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.078    0.078 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.016    0.016 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1003(PureWindowsPath)
       21    0.000    0.000    0.000    0.000 pathlib.py:101(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:1016(Path)
        1    0.000    0.000    0.000    0.000 pathlib.py:1030(__new__)
       22    0.000    0.000    0.000    0.000 pathlib.py:1040(_init)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
       22    0.000    0.000    0.000    0.000 pathlib.py:145(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:1538(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1545(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:284(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:390(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:395(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:475(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:500(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:506(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:522(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:549(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:592(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:620(PurePath)
       22    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
       22    0.000    0.000    0.000    0.000 pathlib.py:649(_parse_args)
        1    0.000    0.000    0.000    0.000 pathlib.py:669(_from_parts)
       21    0.000    0.000    0.000    0.000 pathlib.py:682(_from_parsed_parts)
       21    0.000    0.000    0.000    0.000 pathlib.py:692(_format_parsed_parts)
       21    0.000    0.000    0.000    0.000 pathlib.py:703(_make_child)
       21    0.000    0.000    0.000    0.000 pathlib.py:709(__str__)
       21    0.000    0.000    0.000    0.000 pathlib.py:924(__truediv__)
        1    0.000    0.000    0.000    0.000 pathlib.py:993(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pellet.py:1(<module>)
       90    0.000    0.000    0.078    0.001 pellet.py:31(update)
        1    0.000    0.000    0.000    0.000 pellet.py:6(Bullet)
        6    0.000    0.000    0.000    0.000 pellet.py:9(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
